Internal ID of the item,The name that will appear in game,value in copper coins,"1:swing/throw
2:Eat/use
3:Stab
4:Hold Up
5:Guns/Staffs",Total time that the animation of the item will take,Total time that the item will take,,,,Color of item in inventory,tileID of tile created when used,Flavortext,max amount the player can carry in a single inventory slot,hitbox width,hitbox height,"Used to place different styles of the same tile. For example, Tables share a TileID, but have different styles",,,,ProjectileID to shoot when used,Velocity of projectile,weapon sprite does no damage,,Damage Type,Damage Type,Damage Type,,,,,,,,,,,which set of ammo types it uses,set of ammo this item belongs to,,,,,,refers to a glowing texture drawn on item,equal to axe power/5,equal to pickaxe power,,,,,,,,used for Angler quests,used for Angler quests,,,,Damage Type,,,,Damage Type,,,,,,,,,,,,,,,,,,,,,,,
2932,Hoppin' Jack Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Hoppin' Jack,99,10,24,144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2933,Ice Bat Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Ice Bat,99,10,24,145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2934,Ice Golem Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Ice Golem,99,10,24,146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2935,Ice Slime Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Ice Slime,99,10,24,147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2936,Ichor Sticker Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Ichor Sticker,99,10,24,148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2937,Illuminant Bat Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Illuminant Bat,99,10,24,149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2938,Illuminant Slime Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Illuminant Slime,99,10,24,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2939,Jungle Bat Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Jungle Bat,99,10,24,151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2940,Jungle Slime Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Jungle Slime,99,10,24,152,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2941,Krampus Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Krampus,99,10,24,153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2942,Lac Beetle Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Lac Beetle,99,10,24,154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2943,Lava Bat Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Lava Bat,99,10,24,155,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2944,Lava Slime Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Lava Slime,99,10,24,156,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2945,Martian Brainscrambler Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Brain Scrambler,99,10,24,157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2946,Martian Drone Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Martian Drone,99,10,24,158,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2947,Martian Engineer Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Martian Engineer,99,10,24,159,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2948,Martian Gigazapper Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Gigazapper,99,10,24,160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2949,Martian Gray Grunt Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Gray Grunt,99,10,24,161,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2950,Martian Officer Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Martian Officer,99,10,24,162,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2951,Martian Ray Gunner Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Ray Gunner,99,10,24,163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2952,Martian Scutlix Gunner Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Scutlix Gunner,99,10,24,164,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2953,Martian Tesla Turret Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Tesla Turret,99,10,24,165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2954,Mister Stabby Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Mister Stabby,99,10,24,166,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2955,Mother Slime Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Mother Slime,99,10,24,167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2956,Necromancer Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Necromancer,99,10,24,168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2957,Nutcracker Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Nutcracker,99,10,24,169,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2958,Paladin Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Paladin,99,10,24,170,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2959,Penguin Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Penguin,99,10,24,171,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2960,Pinky Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Pinky,99,10,24,172,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2961,Poltergeist Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Poltergeist,99,10,24,173,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2962,Possessed Armor Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Possessed Armor,99,10,24,174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2963,Present Mimic Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Present Mimic,99,10,24,175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2964,Purple Slime Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Purple Slime,99,10,24,176,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2965,Ragged Caster Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Ragged Caster,99,10,24,177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2966,Rainbow Slime Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Rainbow Slime,99,10,24,178,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2967,Raven Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Raven,99,10,24,179,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2968,Red Slime Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Red Slime,99,10,24,180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2969,Rune Wizard Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Rune Wizard,99,10,24,181,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2970,Rusty Armored Bones Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Rusty Armored Bones,99,10,24,182,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2971,Scarecrow Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Scarecrow,99,10,24,183,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2972,Scutlix Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Scutlix,99,10,24,184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2973,Skeleton Archer Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Skeleton Archer,99,10,24,185,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2974,Skeleton Commando Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Skeleton Commando,99,10,24,186,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2975,Skeleton Sniper Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Skeleton Sniper,99,10,24,187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2976,Slimer Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Slimer,99,10,24,188,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2977,Snatcher Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Snatcher,99,10,24,189,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2978,Snow Balla Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Snow Balla,99,10,24,190,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2979,Snowman Gangsta Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Snowman Gangsta,99,10,24,191,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2980,Spiked Ice Slime Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Spiked Ice Slime,99,10,24,192,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2981,Spiked Jungle Slime Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Spiked Jungle Slime,99,10,24,193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2982,Splinterling Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Splinterling,99,10,24,194,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2983,Squid Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Squid,99,10,24,195,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2984,Tactical Skeleton Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Tactical Skeleton,99,10,24,196,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2985,The Groom Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: The Groom,99,10,24,197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2986,Tim Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Tim,99,10,24,198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2987,Undead Miner Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Undead Miner,99,10,24,199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2988,Undead Viking Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Undead Viking,99,10,24,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2989,White Cultist Archer Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: White Cultist Archer,99,10,24,201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2990,White Cultist Caster Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: ,99,10,24,202,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2991,White Cultist Fighter Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: ,99,10,24,203,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2992,Yellow Slime Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Yellow Slime,99,10,24,204,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2993,Yeti Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Yeti,99,10,24,205,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2994,Zombie Elf Banner,1000,1,15,10,TRUE,TRUE,TRUE,1,91,Nearby players get a bonus against: Zombie Elf,99,10,24,206,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2995,Sparky,5000,1,15,10,TRUE,TRUE,TRUE,-,242,'V. Costa Moura',99,30,30,30,-,-,-,-,-,-,-,-,-,-,'In loving memory',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
2996,Vine Rope,-,1,15,8,TRUE,TRUE,TRUE,-,353,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
